ensembl_gene_id	external_gene_name	gene_biotype	transcript_count	start_position	end_position	chromosome_name
ENSG00000186924	KRTAP22-1	protein_coding	1	30601087	30601382	21
ENSG00000184724	KRTAP6-1	protein_coding	1	30613431	30613930	21
ENSG00000244624	KRTAP20-1	protein_coding	1	30616425	30616699	21
ENSG00000206105	KRTAP20-4	protein_coding	1	30620627	30620850	21
ENSG00000184032	KRTAP20-2	protein_coding	1	30635206	30635619	21
ENSG00000206104	KRTAP20-3	protein_coding	1	30642864	30643136	21
ENSG00000231068	KRTAP21-3	protein_coding	1	30718525	30718777	21
ENSG00000236400	KRTAP21-4P	unprocessed_pseudogene	1	30741780	30742595	21
ENSG00000187026	KRTAP21-2	protein_coding	1	30746794	30747259	21
ENSG00000187005	KRTAP21-1	protein_coding	1	30755015	30755428	21
ENSG00000238257		unprocessed_pseudogene	1	30762682	30762882	21
ENSG00000233036	KRTAP8-2P	unprocessed_pseudogene	1	30802242	30802427	21
ENSG00000227840	KRTAP8-3P	unprocessed_pseudogene	1	30806932	30807119	21
ENSG00000183640	KRTAP8-1	protein_coding	1	30812697	30813274	21
ENSG00000274749	KRTAP7-1	protein_coding	1	30829039	30829759	21
ENSG00000182591	KRTAP11-1	protein_coding	1	30880644	30881580	21
ENSG00000206102	KRTAP19-8	protein_coding	1	31038159	31038476	21
ENSG00000228941	UBE3AP2	processed_pseudogene	1	31060600	31063168	21
ENSG00000156299	TIAM1	protein_coding	8	31118416	31559977	21
ENSG00000286643		lncRNA	1	31347736	31359157	21
ENSG00000237325		processed_pseudogene	1	31452466	31453223	21
ENSG00000237594	TIAM1-AS1	lncRNA	1	31559245	31560487	21
ENSG00000230870	FBXW11P1	processed_pseudogene	1	31627127	31628600	21
ENSG00000234509	SOD1-DT	lncRNA	1	31653593	31659500	21
ENSG00000142168	SOD1	protein_coding	4	31659666	31668931	21
ENSG00000238390		snoRNA	1	31664306	31664482	21
ENSG00000273271		lncRNA	1	31666728	31667247	21
ENSG00000156304	SCAF4	protein_coding	6	31671000	31732118	21
ENSG00000229046	HMGN1P2	processed_pseudogene	1	31706555	31706864	21
ENSG00000273091		lncRNA	1	31735732	31736407	21
ENSG00000234107	TPT1P1	processed_pseudogene	1	31840341	31840858	21
ENSG00000142149	HUNK	protein_coding	4	31873020	32044633	21
ENSG00000237138	HUNK-AS1	lncRNA	1	32020966	32021782	21
ENSG00000230323	LINC00159	lncRNA	3	32080316	32197813	21
ENSG00000261610		lncRNA	1	32259804	32261585	21
ENSG00000159055	MIS18A	protein_coding	2	32268228	32279049	21
ENSG00000227256	MIS18A-AS1	lncRNA	1	32277863	32280988	21
ENSG00000170262	MRAP	protein_coding	4	32291813	32314784	21
ENSG00000232623	MRAP-AS1	lncRNA	1	32306464	32308737	21
ENSG00000142207	URB1	protein_coding	3	32311018	32393012	21
ENSG00000200792	SNORA80A	snoRNA	1	32377187	32377322	21
ENSG00000256073	URB1-AS1	lncRNA	1	32393095	32393980	21
ENSG00000265590	CFAP298-TCP10L	protein_coding	23	32402511	32612865	21
ENSG00000166979	EVA1C	protein_coding	13	32412006	32515397	21
ENSG00000229007	EXOSC3P1	processed_pseudogene	1	32496812	32497311	21
ENSG00000242220	TCP10L	protein_coding	15	32497967	32587373	21
ENSG00000252045		snoRNA	1	32538299	32538434	21
ENSG00000252950	RNA5SP490	rRNA_pseudogene	1	32563075	32563210	21
ENSG00000159079	CFAP298	protein_coding	8	32592079	32612603	21
ENSG00000228433	OR7E23P	unprocessed_pseudogene	1	32621084	32622083	21
ENSG00000238220		processed_pseudogene	1	32624416	32625096	21
ENSG00000159082	SYNJ1	protein_coding	14	32628759	32728040	21
ENSG00000238197	PAXBP1-AS1	lncRNA	15	32728094	32747065	21
ENSG00000159086	PAXBP1	protein_coding	9	32733899	32771792	21
ENSG00000205930	C21orf62-AS1	lncRNA	16	32772100	33019751	21
ENSG00000279690		TEC	1	32790673	32791504	21
ENSG00000205929	C21orf62	protein_coding	4	32790673	32813743	21
ENSG00000224427		processed_pseudogene	1	32841496	32841811	21
ENSG00000207098	SNORA70	snoRNA	1	32841861	32841995	21
ENSG00000232360		lncRNA	1	32844367	32849934	21
ENSG00000227757		lncRNA	1	32913649	33071104	21
ENSG00000228961	LINC01690	lncRNA	1	32958888	32960566	21
ENSG00000205927	OLIG2	protein_coding	3	33025935	33029196	21
ENSG00000232539	LINC00945	lncRNA	1	33057829	33064983	21
ENSG00000184221	OLIG1	protein_coding	3	33070141	33072413	21
ENSG00000226527		lncRNA	4	33110867	33123725	21
ENSG00000226433		lncRNA	2	33152614	33159110	21
ENSG00000229086	LINC01548	lncRNA	2	33164809	33170649	21
ENSG00000159110	IFNAR2	protein_coding	14	33205282	33265675	21
ENSG00000249624		protein_coding	5	33229892	33297160	21
ENSG00000223799	IL10RB-DT	lncRNA	1	33263873	33266296	21
ENSG00000243646	IL10RB	protein_coding	9	33266367	33311420	21
ENSG00000289238		lncRNA	1	33324137	33324872	21
ENSG00000142166	IFNAR1	protein_coding	29	33324387	33359864	21
ENSG00000226501	USF1P1	processed_pseudogene	1	33334596	33335097	21
ENSG00000289939		lncRNA	1	33402653	33403047	21
ENSG00000159128	IFNGR2	protein_coding	7	33403413	33479348	21
ENSG00000142188	TMEM50B	protein_coding	10	33432485	33479974	21
ENSG00000215088	RPS5P3	processed_pseudogene	1	33481580	33482195	21
ENSG00000231355		lncRNA	1	33482499	33484258	21
ENSG00000177692	DNAJC28	protein_coding	4	33485530	33491716	21
ENSG00000159131	GART	protein_coding	18	33503931	33543491	21
ENSG00000233956	BTF3P6	processed_pseudogene	1	33518610	33519108	21
ENSG00000159140	SON	protein_coding	22	33543038	33577481	21
ENSG00000284448	MIR6501	miRNA	1	33550662	33550728	21
ENSG00000159147	DONSON	protein_coding	13	33559542	33588706	21
ENSG00000249209		protein_coding	1	33584687	33931607	21
ENSG00000205758	CRYZL1	protein_coding	23	33589341	33643926	21
ENSG00000205726	ITSN1	protein_coding	32	33642400	33899861	21
ENSG00000241837	ATP5PO	protein_coding	11	33903453	33915814	21
ENSG00000237945	LINC00649	lncRNA	21	33915534	33977703	21
ENSG00000244294	RN7SL740P	misc_RNA	1	33918995	33919338	21
ENSG00000273102		lncRNA	1	33967100	33968573	21
ENSG00000243927	MRPS6	protein_coding	5	34073224	34143034	21
ENSG00000198743	SLC5A3	protein_coding	1	34073578	34106260	21
ENSG00000272657		lncRNA	1	34073592	34360033	21
ENSG00000224598	RPS5P2	processed_pseudogene	1	34135432	34136071	21
ENSG00000227456	LINC00310	lncRNA	9	34157724	34190244	21
ENSG00000214955		lncRNA	1	34205055	34325034	21
ENSG00000225555		lncRNA	1	34353099	34375364	21
ENSG00000159197	KCNE2	protein_coding	1	34364006	34371381	21
ENSG00000205670	SMIM11	protein_coding	8	34375480	34416961	21
ENSG00000222018	C21orf140	protein_coding	1	34400112	34401072	21
ENSG00000273104		lncRNA	1	34412200	34412587	21
ENSG00000243627	SMIM34	protein_coding	1	34418715	34423951	21
ENSG00000272958		lncRNA	1	34425508	34426017	21
ENSG00000180509	KCNE1	protein_coding	14	34446688	34512214	21
ENSG00000221398		snoRNA	1	34456110	34456237	21
ENSG00000288711		protein_coding	3	34511122	34614913	21
ENSG00000159200	RCAN1	protein_coding	14	34513142	34615113	21
ENSG00000159212	CLIC6	protein_coding	2	34668994	34718227	21
ENSG00000230978	LINC00160	lncRNA	2	34723807	34737204	21
ENSG00000234380	LINC01426	lncRNA	3	34745756	34784886	21
ENSG00000159216	RUNX1	protein_coding	18	34787801	36004667	21
ENSG00000286153		lncRNA	2	34836286	34884882	21
ENSG00000234703		lncRNA	1	35136638	35139222	21
ENSG00000223671	RPL34P3	processed_pseudogene	1	35472095	35472432	21
ENSG00000231300	EZH2P1	processed_pseudogene	1	35599732	35600022	21
ENSG00000230794		lncRNA	1	35713139	35732942	21
ENSG00000211590	MIR802	miRNA	1	35720715	35720808	21
ENSG00000229761	RPS20P1	processed_pseudogene	1	35724747	35725100	21
ENSG00000234008	PPP1R2P2	processed_pseudogene	1	35887195	35887807	21
ENSG00000231106	LINC01436	lncRNA	1	36005137	36007838	21
ENSG00000214914	RPL23AP3	processed_pseudogene	1	36016079	36016546	21
ENSG00000185917	SETD4	protein_coding	17	36034541	36079389	21
ENSG00000189089	RIMKLBP1	processed_pseudogene	1	36050214	36051377	21
ENSG00000236677	SETD4-AS1	lncRNA	1	36060432	36064408	21
ENSG00000200213	RNU6-992P	snRNA	1	36066545	36066652	21
ENSG00000230212	CBR1-AS1	lncRNA	2	36069642	36126640	21
ENSG00000159228	CBR1	protein_coding	5	36069941	36073166	21
ENSG00000289001		lncRNA	1	36070024	36070700	21
ENSG00000236119		lncRNA	1	36082859	36090414	21
ENSG00000233393		lncRNA	2	36104881	36109690	21
ENSG00000226054	MEMO1P1	processed_pseudogene	1	36130489	36131376	21
ENSG00000236830	CBR3-AS1	lncRNA	25	36131767	36175815	21
ENSG00000214889	RPS9P1	processed_pseudogene	1	36132450	36133032	21
ENSG00000159231	CBR3	protein_coding	1	36135079	36146562	21
ENSG00000142197	DOP1B	protein_coding	6	36156782	36294274	21
ENSG00000228149	RPL3P1	processed_pseudogene	1	36168970	36170180	21
ENSG00000214867	SRSF9P1	processed_pseudogene	1	36295173	36295702	21
ENSG00000273199		lncRNA	1	36319792	36320670	21
ENSG00000159256	MORC3	protein_coding	12	36320189	36386148	21
ENSG00000228107		lncRNA	1	36360630	36362040	21
ENSG00000159259	CHAF1B	protein_coding	3	36385392	36419015	21
ENSG00000224421	ATP5MFP1	processed_pseudogene	1	36388878	36389112	21
ENSG00000289221		lncRNA	1	36429346	36430100	21
ENSG00000230479		lncRNA	1	36430360	36481070	21
ENSG00000233818	CLDN14-AS1	lncRNA	2	36445731	36532408	21
ENSG00000159261	CLDN14	protein_coding	5	36460621	36576569	21
ENSG00000279365		TEC	1	36485867	36487760	21
ENSG00000223741	PSMD4P1	processed_pseudogene	1	36485983	36487411	21
ENSG00000286517		lncRNA	1	36526280	36542855	21
ENSG00000286852		lncRNA	1	36580172	36581229	21
ENSG00000231324		lncRNA	1	36632681	36637033	21
ENSG00000224269		lncRNA	1	36698773	36701564	21
ENSG00000159263	SIM2	protein_coding	5	36699115	36749917	21
ENSG00000159267	HLCS	protein_coding	9	36748626	36990236	21
ENSG00000237646	HLCS-IT1	lncRNA	1	36803984	36806284	21
ENSG00000199806	RNA5SP491	rRNA_pseudogene	1	36851911	36852028	21
ENSG00000270652	DPRXP5	processed_pseudogene	1	36943267	36944125	21
ENSG00000224790	HLCS-AS1	lncRNA	3	36966461	36975164	21
ENSG00000207416	Y_RNA	misc_RNA	1	36986739	36986851	21
ENSG00000215734	MRPL20P1	processed_pseudogene	1	36994643	36995075	21
ENSG00000183145	RIPPLY3	protein_coding	3	37006150	37019662	21
ENSG00000212136	RNU6-696P	snRNA	1	37045530	37045636	21
ENSG00000185808	PIGP	protein_coding	8	37062846	37073170	21
ENSG00000182670	TTC3	protein_coding	26	37073226	37203112	21
ENSG00000270116		lncRNA	1	37100814	37101343	21
ENSG00000228677	TTC3-AS1	lncRNA	1	37187666	37193926	21
ENSG00000230366	DSCR9	lncRNA	5	37208503	37221736	21
ENSG00000263969	RN7SL678P	misc_RNA	1	37215605	37215903	21
ENSG00000242553		lncRNA	1	37221419	37237744	21
ENSG00000157538	VPS26C	protein_coding	13	37223420	37267919	21
ENSG00000272948		lncRNA	1	37267784	37268497	21
ENSG00000287637		lncRNA	1	37337382	37366858	21
ENSG00000273210		lncRNA	1	37365477	37365932	21
ENSG00000157540	DYRK1A	protein_coding	23	37365573	37526358	21
ENSG00000286717		lncRNA	1	37593977	37661496	21
ENSG00000157542	KCNJ6	protein_coding	2	37607373	38121345	21
ENSG00000233213	KCNJ6-AS1	lncRNA	1	37717102	37719569	21
ENSG00000289538		lncRNA	4	37816074	37840669	21
ENSG00000184029	DSCR4	lncRNA	3	37951425	38121360	21
ENSG00000223608	DSCR4-IT1	lncRNA	1	38006544	38010618	21
ENSG00000198054	DSCR8	lncRNA	7	38121451	38156511	21
ENSG00000157551	KCNJ15	protein_coding	22	38155549	38307357	21
ENSG00000270835		transcribed_processed_pseudogene	2	38204141	38206080	21
ENSG00000233316	DSCR10	lncRNA	1	38206156	38208644	21
ENSG00000289927		lncRNA	1	38229926	38235564	21
ENSG00000226012		lncRNA	1	38237217	38238201	21
ENSG00000231123	SPATA20P1	processed_pseudogene	1	38238227	38238664	21
ENSG00000231231	LINC01423	lncRNA	2	38323635	38333421	21
ENSG00000157554	ERG	protein_coding	15	38380027	38661780	21
ENSG00000289404		lncRNA	1	38497743	38498159	21
ENSG00000231480	SNRPGP13	processed_pseudogene	1	38502445	38502621	21
ENSG00000287470		lncRNA	1	38503562	38543336	21
ENSG00000223806	LINC00114	lncRNA	4	38733890	38747460	21
ENSG00000157557	ETS2	protein_coding	9	38805183	38824955	21
ENSG00000205622		lncRNA	30	38812878	38956467	21
ENSG00000229986		lncRNA	1	38846247	38848644	21
ENSG00000287082		lncRNA	1	38857539	38858861	21
ENSG00000229925		lncRNA	1	38888772	38903905	21
ENSG00000272015	SNORA62	snoRNA	1	38894785	38894867	21
ENSG00000227721	RPSAP64	processed_pseudogene	1	38894917	38895252	21
ENSG00000289445		lncRNA	1	38959431	38961079	21
ENSG00000232837	LINC01700	lncRNA	1	38974429	38977774	21
ENSG00000235888	LINC02940	lncRNA	7	38988569	39062894	21
ENSG00000288266		TEC	1	39023000	39023835	21
ENSG00000237609	LINC02943	lncRNA	1	39028536	39029128	21
ENSG00000228861	RPL23AP12	processed_pseudogene	1	39127568	39128040	21
ENSG00000235701	PCBP2P1	processed_pseudogene	1	39171130	39172106	21
ENSG00000276873		misc_RNA	1	39171462	39171560	21
ENSG00000183527	PSMG1	protein_coding	5	39174769	39183488	21
ENSG00000185658	BRWD1	protein_coding	16	39184176	39321559	21
ENSG00000272991		lncRNA	1	39184469	39184899	21
ENSG00000232608	TIMM9P2	processed_pseudogene	1	39216624	39217506	21
ENSG00000237373	BRWD1-IT1	lncRNA	1	39217093	39219805	21
ENSG00000229623	METTL21AP1	processed_pseudogene	1	39235386	39236020	21
ENSG00000255568	BRWD1-AS2	lncRNA	1	39313907	39314962	21
ENSG00000238141	BRWD1-AS1	lncRNA	1	39315707	39323218	21
ENSG00000205581	HMGN1	protein_coding	21	39342315	39349647	21
ENSG00000252915	Y_RNA	misc_RNA	1	39344537	39344628	21
ENSG00000227406	RNF6P1	processed_pseudogene	1	39373763	39377066	21
ENSG00000182093	GET1	protein_coding	23	39377698	39428528	21
ENSG00000285815	GET1-SH3BGR	protein_coding	2	39380332	39515506	21
ENSG00000157578	LCA5L	protein_coding	21	39405728	39445805	21
ENSG00000185437	SH3BGR	protein_coding	10	39445855	39515506	21
ENSG00000275523	MIR6508	miRNA	1	39447010	39447069	21
ENSG00000235808	MYL6P2	processed_pseudogene	1	39488327	39488760	21
ENSG00000228349	RPS26P4	processed_pseudogene	1	39491544	39491898	21
ENSG00000235012	JCADP1	processed_pseudogene	1	39525583	39529855	21
ENSG00000183778	B3GALT5	protein_coding	11	39556442	39673137	21
ENSG00000184809	B3GALT5-AS1	lncRNA	7	39597147	39612910	21
ENSG00000225330		lncRNA	1	39630271	39726085	21
ENSG00000231713		lncRNA	2	39727755	39730680	21
ENSG00000183067	IGSF5	protein_coding	3	39745183	39802081	21
ENSG00000183036	PCP4	protein_coding	4	39867438	39929397	21
ENSG00000171587	DSCAM	protein_coding	3	40010999	40847158	21
ENSG00000263973	MIR4760	miRNA	1	40212352	40212431	21
ENSG00000235123	DSCAM-AS1	lncRNA	4	40383083	40385358	21
ENSG00000207147		snoRNA	1	40513144	40513279	21
ENSG00000233756	DSCAM-IT1	lncRNA	2	40615378	40630767	21
ENSG00000288069		lncRNA	1	40736318	40754888	21
ENSG00000230859	YRDCP3	processed_pseudogene	1	40863994	40864473	21
ENSG00000286425		lncRNA	1	41007244	41037362	21
ENSG00000226496	LINC00323	lncRNA	5	41141493	41148198	21
ENSG00000263681	MIR3197	miRNA	1	41167557	41167629	21
ENSG00000182240	BACE2	protein_coding	10	41167801	41282530	21
ENSG00000280109	PLAC4	lncRNA	5	41175231	41186788	21
ENSG00000224388	BACE2-IT1	lncRNA	1	41180097	41180626	21
ENSG00000183844	FAM3B	protein_coding	6	41304212	41357727	21
ENSG00000183486	MX2	protein_coding	18	41361999	41409393	21
ENSG00000157601	MX1	protein_coding	48	41420020	41470071	21
ENSG00000228318		lncRNA	1	41441056	41445708	21
ENSG00000184012	TMPRSS2	protein_coding	20	41464300	41531116	21
ENSG00000207503		snoRNA	1	41539206	41539326	21
ENSG00000232806		lncRNA	1	41559125	41562958	21
ENSG00000223400		lncRNA	1	41576135	41581319	21
ENSG00000286027	PCSEAT	lncRNA	2	41580475	41582887	21
ENSG00000227702	LINC00111	lncRNA	1	41679181	41697336	21
ENSG00000236384	LINC00479	lncRNA	4	41711520	41715775	21
ENSG00000232401	LINC00112	lncRNA	8	41715806	41717975	21
ENSG00000183421	RIPK4	protein_coding	2	41739369	41767089	21
ENSG00000236883		lncRNA	1	41739373	41741308	21
ENSG00000275166	MIR6814	miRNA	1	41746772	41746841	21
ENSG00000289513		lncRNA	4	41767164	41776073	21
ENSG00000141956	PRDM15	protein_coding	14	41798225	41879482	21
ENSG00000236545		lncRNA	1	41870633	41872054	21
ENSG00000227698		lncRNA	1	41874756	41877613	21
ENSG00000251778		snoRNA	1	41882205	41882300	21
ENSG00000157617	C2CD2	protein_coding	8	41885112	41954018	21
ENSG00000173276	ZBTB21	protein_coding	8	41986831	42010387	21
ENSG00000237232	ZNF295-AS1	lncRNA	11	42009194	42055130	21
ENSG00000289322		lncRNA	1	42055978	42057166	21
ENSG00000177398	UMODL1	protein_coding	14	42062959	42143453	21
ENSG00000184385	UMODL1-AS1	lncRNA	1	42102134	42108534	21
ENSG00000160179	ABCG1	protein_coding	11	42199689	42297244	21
ENSG00000223262	RNA5SP492	rRNA_pseudogene	1	42221173	42221286	21
ENSG00000160180	TFF3	protein_coding	3	42311667	42315409	21
ENSG00000160181	TFF2	protein_coding	3	42346357	42350997	21
ENSG00000160182	TFF1	protein_coding	1	42362282	42366535	21
ENSG00000160183	TMPRSS3	protein_coding	9	42371887	42396091	21
ENSG00000160185	UBASH3A	protein_coding	9	42403447	42447684	21
ENSG00000252619	RNU6-1149P	snRNA	1	42417497	42417593	21
ENSG00000160188	RSPH1	protein_coding	3	42472486	42496246	21
ENSG00000160190	SLC37A1	protein_coding	9	42496008	42581440	21
ENSG00000239930	RSPH1-DT	lncRNA	1	42496539	42497443	21
ENSG00000231867		lncRNA	2	42508624	42509661	21
ENSG00000235772		lncRNA	1	42560374	42561934	21
ENSG00000225431	LINC01671	lncRNA	1	42599280	42615094	21
ENSG00000235023		lncRNA	1	42648271	42651244	21
ENSG00000160191	PDE9A	protein_coding	28	42653621	42775509	21
ENSG00000225731	PDE9A-AS1	lncRNA	1	42733594	42741758	21
ENSG00000283051	LINC01668	lncRNA	1	42777819	42779994	21
ENSG00000233754		lncRNA	1	42781074	42782229	21
ENSG00000225218		lncRNA	1	42831040	42836477	21
ENSG00000160193	WDR4	protein_coding	7	42843094	42879568	21
ENSG00000160194	NDUFV3	protein_coding	4	42879644	42913304	21
ENSG00000233056	ERVH48-1	protein_coding	1	42916803	42925630	21
ENSG00000264580	MIR5692B	miRNA	1	42950928	42951014	21
ENSG00000224100		lncRNA	1	42964639	42965363	21
ENSG00000160199	PKNOX1	protein_coding	11	42974510	43033931	21
ENSG00000160200	CBS	protein_coding	17	43053191	43076943	21
ENSG00000160201	U2AF1	protein_coding	11	43092956	43107570	21
ENSG00000286549		lncRNA	1	43107942	43168646	21
ENSG00000232777	MRPL51P2	processed_pseudogene	1	43115334	43115709	21
ENSG00000236663	FRGCA	lncRNA	1	43140519	43141635	21
ENSG00000228120		lncRNA	1	43159066	43162277	21
ENSG00000160202	CRYAA	protein_coding	5	43169008	43172805	21
ENSG00000237864	LINC00322	lncRNA	1	43322417	43332039	21
ENSG00000237989	LINC01679	lncRNA	2	43358147	43362349	21
ENSG00000225637		lncRNA	1	43363332	43366566	21
ENSG00000142178	SIK1	protein_coding	6	43414483	43427131	21
ENSG00000188660	LINC00319	lncRNA	4	43446601	43453902	21
ENSG00000185186	LINC00313	lncRNA	9	43461960	43479534	21
ENSG00000223975		lncRNA	1	43465309	43467298	21
ENSG00000160207	HSF2BP	protein_coding	2	43529186	43659488	21
ENSG00000214326	RPL31P1	processed_pseudogene	1	43551229	43551600	21
ENSG00000234289	H2BC12L	protein_coding	1	43565182	43565648	21
ENSG00000278433	MIR6070	miRNA	1	43609887	43609989	21
ENSG00000160208	RRP1B	protein_coding	2	43659560	43696079	21
ENSG00000160209	PDXK	protein_coding	19	43719094	43762307	21
ENSG00000281420		pseudogene	1	43748365	43748468	21
ENSG00000287507		lncRNA	1	43768320	43771666	21
ENSG00000160213	CSTB	protein_coding	5	43772511	43776330	21
ENSG00000234030	TMEM97P1	processed_pseudogene	1	43783123	43783573	21
ENSG00000160214	RRP1	protein_coding	7	43789513	43805293	21
ENSG00000215458	AATBC	lncRNA	3	43805758	43812567	21
ENSG00000226543	MYL6P1	processed_pseudogene	1	43855890	43856342	21
ENSG00000160216	AGPAT3	protein_coding	18	43865223	43987592	21
ENSG00000289546		lncRNA	1	43884395	43889795	21
ENSG00000199598	RNU6-859P	snRNA	1	43919795	43919901	21
ENSG00000288593		protein_coding	1	43939919	43959673	21
ENSG00000252606	RNU6-1150P	snRNA	1	43996322	43996420	21
ENSG00000160218	TRAPPC10	protein_coding	12	44012309	44106552	21
ENSG00000213440	H2AZP1	processed_pseudogene	1	44046347	44047041	21
ENSG00000241945	PWP2	protein_coding	6	44107373	44131181	21
ENSG00000160221	GATD3	protein_coding	15	44133610	44210114	21
ENSG00000225331	LINC01678	lncRNA	3	44158740	44160076	21
ENSG00000285413		lncRNA	1	44172169	44194338	21
ENSG00000237604		lncRNA	1	44175489	44176453	21
ENSG00000232124		lncRNA	3	44200602	44207399	21
ENSG00000160223	ICOSLG	protein_coding	17	44215382	44241446	21
ENSG00000278158		lncRNA	1	44241575	44242081	21
ENSG00000275799		lncRNA	1	44244545	44244993	21
ENSG00000142182	DNMT3L	protein_coding	4	44246339	44262216	21
ENSG00000232010	DNMT3L-AS1	lncRNA	1	44250813	44251520	21
ENSG00000160224	AIRE	protein_coding	5	44285838	44298648	21
ENSG00000141959	PFKL	protein_coding	12	44300051	44327376	21
ENSG00000241728		lncRNA	2	44328944	44330221	21
ENSG00000160226	CFAP410	protein_coding	7	44328944	44339402	21
ENSG00000184441		lncRNA	1	44331234	44335851	21
ENSG00000232969		lncRNA	1	44339376	44340470	21
ENSG00000260256		lncRNA	1	44347767	44348295	21
ENSG00000142185	TRPM2	protein_coding	7	44350163	44443081	21
ENSG00000230061	TRPM2-AS	lncRNA	2	44414588	44425272	21
ENSG00000266692		snoRNA	1	44437121	44437175	21
ENSG00000264452		snoRNA	1	44439035	44439110	21
ENSG00000229356	LRRC3-DT	lncRNA	1	44450986	44455284	21
ENSG00000160233	LRRC3	protein_coding	1	44455510	44462196	21
ENSG00000224747	MTCYBP21	processed_pseudogene	1	44469929	44472516	21
ENSG00000223431	MTND6P21	processed_pseudogene	1	44472895	44473739	21
ENSG00000227999	MTND5P1	processed_pseudogene	1	44473723	44475097	21
ENSG00000274225	LINC03038	lncRNA	1	44477850	44478493	21
ENSG00000289857		lncRNA	1	44483044	44483398	21
ENSG00000228709	LINC02575	lncRNA	3	44485463	44495519	21
ENSG00000175894	TSPEAR	protein_coding	3	44497893	44711572	21
ENSG00000235890	TSPEAR-AS1	lncRNA	2	44506807	44516575	21
ENSG00000182912	TSPEAR-AS2	lncRNA	3	44517216	44525952	21
ENSG00000287088		lncRNA	1	44530172	44533145	21
ENSG00000215455	KRTAP10-1	protein_coding	1	44538981	44540195	21
ENSG00000205445	KRTAP10-2	protein_coding	2	44550357	44551505	21
ENSG00000212935	KRTAP10-3	protein_coding	1	44557790	44558795	21
ENSG00000215454	KRTAP10-4	protein_coding	1	44573729	44575371	21
ENSG00000241123	KRTAP10-5	protein_coding	1	44579455	44580604	21
ENSG00000188155	KRTAP10-6	protein_coding	1	44591268	44592505	21
ENSG00000272804	KRTAP10-7	protein_coding	1	44600597	44602174	21
ENSG00000187766	KRTAP10-8	protein_coding	1	44612079	44612954	21
ENSG00000221837	KRTAP10-9	protein_coding	2	44627093	44628378	21
ENSG00000221859	KRTAP10-10	protein_coding	1	44637356	44638455	21
ENSG00000243489	KRTAP10-11	protein_coding	1	44646414	44647650	21
ENSG00000212933	KRTAP12-4	protein_coding	1	44654213	44654659	21
ENSG00000205439	KRTAP12-3	protein_coding	1	44657932	44658341	21
ENSG00000221864	KRTAP12-2	protein_coding	1	44666189	44666927	21
ENSG00000229880	IMMTP1	processed_pseudogene	1	44675868	44678086	21
ENSG00000187175	KRTAP12-1	protein_coding	1	44681576	44682163	21
ENSG00000276647	KRTAP12-6P	processed_pseudogene	1	44686358	44686629	21
ENSG00000189169	KRTAP10-12	protein_coding	2	44697172	44698044	21
ENSG00000236382	KRTAP10-13P	unprocessed_pseudogene	1	44702221	44702791	21
ENSG00000289144		lncRNA	1	44748900	44750986	21
ENSG00000184787	UBE2G2	protein_coding	12	44768580	44801826	21
ENSG00000236519	LINC01424	lncRNA	3	44801883	44804717	21
ENSG00000184900	SUMO3	protein_coding	6	44805617	44818779	21
ENSG00000183255	PTTG1IP	protein_coding	7	44849585	44873903	21
ENSG00000289009		lncRNA	1	44873985	44875807	21
ENSG00000160255	ITGB2	protein_coding	26	44885953	44931989	21
ENSG00000227039	ITGB2-AS1	lncRNA	8	44921051	44929680	21
ENSG00000273027		lncRNA	1	44929653	44930112	21
ENSG00000183250	LINC01547	lncRNA	11	44932814	44939941	21
ENSG00000272825		lncRNA	1	44936303	44936954	21
ENSG00000160256	SLX9	protein_coding	5	44940012	44976989	21
ENSG00000276529		lncRNA	1	44978832	44979274	21
ENSG00000234880	LINC00163	lncRNA	2	44989864	44994086	21
ENSG00000261706	LINC00165	lncRNA	1	44994362	44995185	21
ENSG00000275874	PICSAR	lncRNA	1	44999208	45004727	21
ENSG00000235374	SSR4P1	transcribed_processed_pseudogene	3	45070952	45074165	21
ENSG00000197381	ADARB1	protein_coding	15	45073853	45226560	21
ENSG00000267857		lncRNA	1	45100487	45101094	21
ENSG00000182586	LINC00334	lncRNA	7	45234308	45264548	21
ENSG00000186866	POFUT2	protein_coding	14	45263928	45287898	21
ENSG00000223768	LINC00205	lncRNA	5	45288035	45297806	21
ENSG00000286262		lncRNA	1	45299929	45302964	21
ENSG00000184274	LINC00315	lncRNA	1	45300245	45305257	21
ENSG00000288842		lncRNA	1	45319825	45320834	21
ENSG00000229382		lncRNA	1	45336707	45338665	21
ENSG00000237664	LINC00316	lncRNA	1	45338590	45341990	21
ENSG00000289448		lncRNA	1	45347547	45353538	21
ENSG00000228930	MTCO1P3	processed_pseudogene	1	45376191	45376382	21
ENSG00000228355		lncRNA	2	45378201	45379635	21
ENSG00000273796		lncRNA	1	45403809	45404943	21
ENSG00000182871	COL18A1	protein_coding	7	45405165	45513720	21
ENSG00000224574	COL18A1-AS2	lncRNA	1	45407386	45410065	21
ENSG00000183535	COL18A1-AS1	lncRNA	2	45419716	45425070	21
ENSG00000275167	MIR6815	miRNA	1	45478266	45478326	21
ENSG00000173638	SLC19A1	protein_coding	14	45493572	45573365	21
ENSG00000288885		lncRNA	1	45555648	45556595	21
ENSG00000233922	LINC01694	lncRNA	5	45590771	45603088	21
ENSG00000286082		lncRNA	1	45596364	45625675	21
ENSG00000286594		lncRNA	1	45607386	45609194	21
